filename,text
zlgkc4.wav,"So how do we find out? We count the minutes in between."
1jotzw0.wav,"Start at the start time, then jump to the end time and add up the jumps."
jc55za.wav,"We start at 3 10 and jump by 10s."
ztaao1.wav,"3 20, 3 30, 3 40."
67ja67.wav,"That's 3 jumps of 10, so 30 minutes so far."
9eys5a.wav,"Now we're at 3 40, and the game ends at 3 45."
deuvul.wav,"How big is that last jump? Just 5 minutes."
1nthgrz.wav,"Now add up the jumps."
1gj5qbm.wav,"10, 10 and 10 make 30, and 5 more makes 35."
uab95f.wav,"So the game is 35 minutes long."
1jvv946.wav,"The answer is not the end time, 3 45."
fejicg.wav,"The question asks how long, so the answer is 35 minutes."
aypx2j.wav,"Look where the needle stopped, between 600 and 800."
1g94tuv.wav,"There's no number right there. So what does it say?"
jf3mwx.wav,"First we need to know what each mark is worth."
1kjaaiu.wav,"Find what each little mark is worth, then count the marks to the needle."
42ukcp.wav,"Look from 0 to 200."
1w7bh1w.wav,"That's 2 jumps, mark to mark."
horxhv.wav,"2 equal jumps make 200, so each mark is worth 100 grams."
1ivvwx6.wav,"Find the last number before the needle. That's 600."
174ip9m.wav,"One more mark is 100 more. That makes 700."
1jptosy.wav,"So the apples weigh 700 grams."
joq7zc.wav,"Light things, like apples, are weighed in grams."
u8oem4.wav,"What about a dog? A dog is heavy, so we use kilograms."
1q9085u.wav,"And 1 kilogram is 1,000 grams."
1axup1.wav,"Each mark is not 1 gram. That would make 601."
dm4dr.wav,"On this scale, each mark is 100 grams. So it's 700."
1nxmafo.wav,"Look at the top of the juice, between 400 and 600."
1du6fy.wav,"There's no number at that line. So how much is it?"
dz9nas.wav,"First we find what each mark is worth."
17wvgoj.wav,"Find what each little mark is worth, then count the marks up to the top."
7iwimh.wav,"Start at 0 and go up to 200."
i8fr39.wav,"2 equal jumps make 200, so each mark is worth 100 milliliters."
hhepzn.wav,"Find the last number below the juice. That's 400."
it93z5.wav,"Count up one more mark. That's 500."
1id3457.wav,"So there are 500 milliliters of juice."
pzdsys.wav,"A cup of water is small. We use milliliters."
1w9zgqm.wav,"A bucket holds a lot. We use liters."
2vepqy.wav,"And 1 liter is 1,000 milliliters."
15r3nnz.wav,"Don't stop at the number below the juice. That's only 400."
1v7z219.wav,"Count up to the top, and it's 500."
8bit0b.wav,"37 starts with a 3. So is it 30?"
1qgwrjw.wav,"Not so fast. The 3 does not tell you which ten is closer."
hi9g4i.wav,"How can we tell? Use a number line."
1x50jlw.wav,"A number rounds to the closer ten, and right in the middle, it rounds up."
w41pw4.wav,"Look. 37 is more than 30, and less than 40."
iytb03.wav,"So it sits between 30 and 40."
12psreu.wav,"Count the hops. From 37 up to 40 is 3 hops."
11jahgj.wav,"From 37 back to 30 is 7 hops."
r1teqo.wav,"3 hops is fewer. So the jar has about 40 marbles."
1xfv2vb.wav,"What about 35?"
e60pgm.wav,"It is 5 hops from 30, and 5 hops from 40."
rk295m.wav,"Right in the middle, it goes up. So 35 rounds to 40."
18gzr15.wav,"Don't just keep the 3 and write 30."
90gj2.wav,"Count the hops. 37 is closer to 40."
11ujdp4.wav,"200 to 300 is a long way. Hopping by 1s takes all day."
n7lpuc.wav,"Is there a faster way? Yes. Hop by 10s instead."
3j73qf.wav,"A number rounds to the closer hundred, and right in the middle, it rounds up."
wm20nz.wav,"Look. 270 is more than 200, and less than 300."
1sgqcmj.wav,"So it sits between 200 and 300."
bz2qfd.wav,"Count hops of 10. From 270 up to 300 is 3 hops."
1otcfbp.wav,"From 270 back to 200 is 7 hops."
13osc9q.wav,"3 hops is fewer. So about 300 people came."
gcsy3q.wav,"What about 250?"
7s8pce.wav,"It is 5 hops from 200, and 5 hops from 300."
gygs00.wav,"Right in the middle, it goes up. So 250 rounds to 300."
1ohbslc.wav,"329 ends in 9. Don't let that last digit push it to 400."
1q1oy3q.wav,"Count the hops. 329 is just past 300, so it rounds to 300."
el9sqe.wav,"Start with the ones. 6 and 8 make 14 ones."
1ilyv0c.wav,"Can 14 fit in the ones place? No. A place holds one digit, 0 to 9."
tbnq5u.wav,"Add the ones first, and if there are 10 or more, trade 10 ones for 1 ten."
40lmrt.wav,"Look. Stack 146 on 128, ones under ones."
te2sld.wav,"6 plus 8 equals 14. That's 1 ten and 4 ones."
hhebbb.wav,"Write the 4. The 1 ten goes up, on top of the tens."
1tk4ai4.wav,"Now the tens. The 1 we traded, plus 4, plus 2."
1k8fo66.wav,"1 plus 4 plus 2 equals 7 tens."
1pj6bnx.wav,"Last, the hundreds. 1 plus 1 equals 2."
r70dbk.wav,"So 146 plus 128 equals 274. That's 274 books."
12124hp.wav,"Don't forget the ten you traded."
r5nuyz.wav,"Without it, the tens make 6, and you get 264. Add the little 1, and it's 274."
1pd1gv0.wav,"Start with the ones. We need to take away 7."
ukgk9y.wav,"But there are only 2 ones. Can you take 7 from 2? No."
1p8q2ki.wav,"Take away the ones first, and if there are not enough, break 1 ten into 10 ones."
hbqw99.wav,"Look. Stack 352 on 127, ones under ones."
4fjfpu.wav,"Take 1 ten from the 5 tens. Now there are 4 tens."
z6nvjf.wav,"Break it into 10 ones. 10 and 2 make 12 ones."
1k0eafj.wav,"Now 12 minus 7 equals 5. Write 5 in the ones place."
12uj311.wav,"Tens next. 4 minus 2 equals 2."
jneb6q.wav,"Last, the hundreds. 3 minus 1 equals 2."
14imrip.wav,"So 352 minus 127 equals 225. Nia has 225 stickers left."
1s4zsqb.wav,"Don't flip it to 7 minus 2. The 7 is what you take away."
1avrgfj.wav,"Break a ten instead. Then it's 12 minus 7, and you get 225."
b8y6ny.wav,"There are 4 plates."
iut94h.wav,"So there must be some cookies, right?"
mnq3hz.wav,"Look closely. Every plate is empty."
1p6cfbr.wav,"Empty groups add up to nothing, so any number times 0 is 0."
1btthyv.wav,"Now count one plate at a time."
jchofp.wav,"This plate adds 0. So does the next, and the next, and the last."
193xpql.wav,"0, 0, 0, 0."
18hqjf3.wav,"Where did we get to? Still 0."
ygfl62.wav,"So 4 groups of 0 make 0."
1cgrvve.wav,"Not one cookie."
1xgrcvj.wav,"We write it as 4 times 0 equals 0."
10n9neh.wav,"Now flip it. 0 plates, with 4 cookies on each."
jswudn.wav,"How many cookies? There are no plates to put them on."
1023szb.wav,"So 0 times 4 equals 0 too."
1w1qhp7.wav,"4 times 0 is not 4."
4isgg7.wav,"Empty plates hold 0 cookies, however many plates there are."
1msdcej.wav,"You could count the cookies, one by one."
1ydhvgh.wav,"That works. But is there a way to know without counting?"
1fygx6o.wav,"Yes. Look at the plates."
86ud10.wav,"When each group has 1, the total is the number of groups, so any number times 1 is that same number."
5lchtz.wav,"Count one plate at a time."
1o8y0g.wav,"1, 2, 3, 4, 5, 6."
5pdyus.wav,"See what happened? We counted the plates."
as74pz.wav,"That's 6 cookies."
dwjani.wav,"So 6 plates of 1 make 6."
1lapzge.wav,"We write it as 6 times 1 equals 6."
10g9ofk.wav,"The 6 stays 6."
10s2iok.wav,"Now turn it around. 1 plate, with 6 cookies on it."
10m77r0.wav,"How many is that? Still 6."
1mcq332.wav,"So 1 times 6 equals 6 too."
m26vt7.wav,"Times 1 does not mean add 1."
hp4ver.wav,"That gives 7, one extra cookie. 6 plates with 1 on each is 6."
8u580z.wav,"You know your 5s by heart."
18n0bgj.wav,"But what is 6 times 3? Your 6s are new."
1k1bdr.wav,"Good news. Your 5s can do most of the work."
1p2vcv7.wav,"To find 6 groups, find 5 groups first, then add one more group."
ye78mp.wav,"Look at the top 5 rows."
1ktywja.wav,"5 rows of 3. You know that one."
ugbm2j.wav,"5 times 3 equals 15."
p84pmd.wav,"Now the row left over. Just one row."
het9xc.wav,"How many muffins in it? 3."
gqlt4s.wav,"So 1 times 3 equals 3."
5c73ox.wav,"So 6 rows is 5 rows and 1 more row."
1nmk7yb.wav,"15 and 3 more make 18."
91v9vj.wav,"So 6 times 3 equals 18."
776u6f.wav,"Don't add just one at the end."
1ww1wl5.wav,"One more row is a whole group of 3, so add 3."
18s91o.wav,"Can you count by 7s? 7, 14, then it gets tricky."
2wmd1p.wav,"Your 5s and your 2s are much faster."
tgahsr.wav,"Could they help? Yes."
105ultk.wav,"Break 7 groups into 5 groups and 2 groups, find each part, then add them."
vixxlq.wav,"Look at the first 5 days."
oick6h.wav,"5 days of 3 stickers. That's a fact you know."
yy3nne.wav,"Now the 2 days left over."
p1pbpc.wav,"2 days of 3 stickers. What's that?"
v4ytrm.wav,"2 times 3 equals 6."
17iqpow.wav,"Put the two parts back together."
1r2wygr.wav,"15 and 6 make 21."
1pemsoh.wav,"So 7 times 3 equals 21. Mia gets 21 stickers."
ejt9er.wav,"Don't add just one row at the end."
1tmjal1.wav,"7 days is 5 days and 2 days, so add both rows, 6 more."
3jtyf7.wav,"Counting 8 groups one at a time takes a long time."
zm5pyk.wav,"And a long count is where slips creep in."
pilhbj.wav,"Is there a shortcut? Yes. It's hiding in your 4s."
1j5ewyd.wav,"8 groups is 4 groups and 4 more groups, so find 4 groups, then double it."
18vupie.wav,"Look at the top 4 rows."
rdbg9j.wav,"That's 4 packs of 3. What's 4 times 3?"
1blmow1.wav,"It's 12."
14wvf3i.wav,"Now the bottom 4 rows."
opdpvo.wav,"Same packs, same 3 in each."
wh9khq.wav,"So they make 12 too."
1e47kss.wav,"Two halves, 12 each."
19m4rqt.wav,"So we double. 12 and 12 make 24."
1bfnfqs.wav,"So 8 times 3 equals 24."
qed56m.wav,"Don't double the 3."
20qwj8.wav,"Double the answer for 4 packs, which is 12. So it's 12 plus 12."
197ppvv.wav,"You could count by 3s, one box at a time."
1lh2oqt.wav,"That works, but 9 boxes is a lot to keep track of."
1pwx86d.wav,"Is there a faster way? Yes. Use 10 boxes instead."
134dgzj.wav,"To find 9 groups, find 10 groups, then take away one group."
vgy4a.wav,"Look. Add one pretend box, so there are 10 boxes."
4g2ysk.wav,"10 boxes of 3 make 30."
111xf38.wav,"But we only have 9 boxes."
2jxyie.wav,"So the pretend box has to go, and its 3 crayons go with it."
16txi5o.wav,"So start at 30, and take away 3."
19a3wn3.wav,"That leaves 27."
1x5bhap.wav,"So 9 boxes of 3 make 27 crayons."
yqr7kz.wav,"Don't take away just 1. That gives 29."
1bs0tzc.wav,"The pretend box held 3 crayons, so take away the whole box. 30 minus 3 equals 27."
1h8hxu7.wav,"7 rows of 8 is a big fact to just know."
1410r3v.wav,"Counting by 8s, row by row, is slow, and it's easy to slip."
1u8sv0k.wav,"Can we make it smaller? Yes. Cut the rows apart."
kjvtc2.wav,"Break a big fact into two smaller facts you know, solve each one, then add them."
1v3mv0r.wav,"Look. Cut the 7 rows into 5 rows and 2 rows."
1pqxn2b.wav,"5 rows of 8 is a fact you know. So is 2 rows of 8."
1482zc2.wav,"5 rows of 8 make 40."
sol4i8.wav,"2 rows of 8 make 16."
1sfc6pq.wav,"Now put the parts back together."
1p3u77k.wav,"40 and 16 make 56."
18mplnd.wav,"So 7 rows of 8 make 56 carrots."
mq5ki.wav,"The 2 rows are not just 2 carrots."
1wgn6hi.wav,"40 and 2 make 42, and that's too few. Each of those 2 rows holds 8 carrots, so add 16."
13bjpoj.wav,"Each cup holds 4 bundles of 10. That's 40 straws in one cup."
s66kw8.wav,"Jumping by 40s in your head is hard."
1lqh0fh.wav,"Is there a faster way? Yes. Count the bundles, not the straws."
1sba8wy.wav,"To multiply by tens, count how many tens, then turn the tens into a number."
1j8tove.wav,"Look. Each cup has 4 bundles."
1bcyj2o.wav,"Count one cup at a time. 4, 8, 12."
1hikylv.wav,"So there are 12 bundles."
1ip4u1l.wav,"3 times 4 equals 12. That's a fact you know."
lg7b0n.wav,"And every bundle is a ten, so that's 12 tens."
1brxqhq.wav,"Now, how much is 12 tens?"
pucsfi.wav,"10 tens make 100. 2 more tens make 20."
1i1nze7.wav,"100 and 20 make 120. So there are 120 straws."
10bg35o.wav,"Don't stop at 12. Those are 12 bundles, not 12 straws."
n62585.wav,"Each bundle is 10 straws, so 12 tens is 120."
1yhvqqz.wav,"Can we take 5 away right now? Not yet."
1acx9i3.wav,"First we need to know how many pencils Sam has."
z3sup7.wav,"The story doesn't tell us. It hides that question."
1dudw4y.wav,"A two-step story hides a first question, so answer it first, then use that to answer the real one."
1r4hjnw.wav,"Step 1. How many pencils did Sam buy?"
1viyqse.wav,"3 packs with 4 in each. 3 times 4 equals 12."
d0p589.wav,"So Sam has 12 pencils."
4pt2tg.wav,"Step 2. Now the real question."
18jo6q2.wav,"He gives 5 away, so take 5 from 12."
vtl7kn.wav,"12 take away 5 leaves 7."
1u4fr2m.wav,"So Sam has 7 pencils left."
1ct4iu8.wav,"Don't add 3 and 4, then take away 5. That leaves just 2."
112p9d7.wav,"3 packs of 4 is 12, so take 5 from 12."
wou1se.wav,"A ruler tells you how long one side is."
xbaqbh.wav,"But the floor is the whole inside."
1l6pb1.wav,"So how do we measure the inside? We cover it with tiles."
1qqe53r.wav,"To find how much floor there is, count the square tiles that cover it, with no gaps and no overlaps."
rzxwel.wav,"Look at one tile."
1mb6lak.wav,"It is a square, 1 foot on every side."
1iq6foy.wav,"Every tile is the same, and they fit side by side."
v9lfra.wav,"Now count every tile, just once."
164vdr1.wav,"Go one row at a time. 4, 8, 12."
xaca4m.wav,"That's 12 tiles."
5r3jf3.wav,"So how do we say how big that is?"
foi1ax.wav,"Each tile is 1 foot on every side, so we call it 1 square foot."
12yhybw.wav,"12 tiles cover 12 square feet."
ao32br.wav,"Don't leave a gap, and don't let tiles overlap."
m8481a.wav,"A gap misses floor, and an overlap counts it twice. Cover it all, just once."
a799rc.wav,"You could count every tile, one at a time."
1ws3b75.wav,"That works. But in a big garden, it takes a long time."
9t2mq8.wav,"Is there a faster way? Yes. Look at the rows."
1egu57j.wav,"For a rectangle, the area is the number of rows times the tiles in one row."
1gazbdn.wav,"Look. Rows go across, like lines of writing."
1czmdzb.wav,"How many rows are there? Count with me. 1, 2, 3."
a93c52.wav,"That's 3 rows."
1yr6xem.wav,"Every row is the same, so count just one."
xn5ohl.wav,"One row has 5 tiles."
1ifaztz.wav,"Now count by whole rows. 5, 10, 15."
1o7kpab.wav,"3 rows of 5 is 15, so 3 times 5 equals 15."
aotni9.wav,"The area is 15 square units."
15qfp1t.wav,"Don't add 5 and 3."
1m6txz9.wav,"That gives 8, but the tiles are 3 rows of 5. So multiply, 3 times 5 equals 15."
1fflfyw.wav,"The area is 3 times 7."
qlee7r.wav,"Do you know that fact yet? That's okay if not."
vxz9nu.wav,"But you know 3 times 5, and 3 times 2."
1vtn7iv.wav,"Cut a big rectangle into two smaller ones, find each area, then add them."
odbdl.wav,"So let's cut it, right after 5 tiles."
7g4mh6.wav,"Now there are two smaller rugs."
k1kcxj.wav,"One is 3 by 5, and one is 3 by 2."
1b5xsmf.wav,"Now find each one."
1r1sho7.wav,"The first is 3 rows of 5. That's 15."
1sjwcjw.wav,"The second is 3 rows of 2. That's 6."
lyye6f.wav,"Now put the pieces back together."
6hmvzv.wav,"15 plus 6 equals 21. So 3 times 7 equals 21."
12b9z9p.wav,"The rug covers 21 square units."
19m18dj.wav,"Don't stop after one piece."
1v65tm0.wav,"3 times 5 equals 15 is only part of the rug. Add the other piece, and 15 plus 6 equals 21."
l1p0xv.wav,"Can you just multiply the rows by one row? Not here."
2wg6th.wav,"Look at the rows."
179zc03.wav,"The top 2 rows have 3 tiles. The bottom 3 have 6."
1yk4bi5.wav,"Cut the L into two rectangles, find the area of each, then add."
1ro1tmu.wav,"So draw a line down, after 3 tiles."
1g9nufh.wav,"Now there are two rectangles."
79aye.wav,"A tall one on the left, and a short one."
1mpnkwb.wav,"Now take them one at a time."
co9ioo.wav,"The tall one is 5 rows of 3. That's 15."
yuv2gw.wav,"The short one is 3 rows of 3. That's 9."
1nelcet.wav,"Now put the two parts together."
16z23s2.wav,"15 plus 9 equals 24."
6cs0j9.wav,"So the room needs 24 square feet of carpet."
1gg42g4.wav,"Don't multiply the two longest sides. 5 times 6 equals 30 counts the missing corner too, where there is no floor."
513uip.wav,"Find each part and add them. 15 plus 9 equals 24."
150nbez.wav,"2 pieces, one for each of you. That sounds fair."
1uz0nfn.wav,"But look. This sandwich has 2 pieces too, one big and one small."
kib8zy.wav,"So is counting the pieces enough? No."
xslohv.wav,"A cut is fair only when every piece is the same size."
1137dz0.wav,"Look. I'll cut the sandwich right down the middle."
5137vu.wav,"Now check. Are both pieces the same size? Yes, they match."
o0glpi.wav,"That's 2 fair pieces, one for you and one for your friend."
sel2dl.wav,"What if 4 friends share the sandwich?"
1anr3fh.wav,"Then we cut 4 pieces, and every piece is the same size."
iy5uk7.wav,"Each friend gets 1 of the 4 equal pieces."
rfq6bm.wav,"How can you check a cut? Just look at the pieces."
q0hgzn.wav,"If every piece matches, the cut is fair."
17cmrlq.wav,"If even one piece is bigger, it is not fair."
7wmnu0.wav,"Don't just count the pieces and call it fair."
2r24gp.wav,"4 pieces are not fair if one is bigger. Every piece has to be the same size."
kra8cp.wav,"You ate 1 piece."
3tif47.wav,"But that is not 1 whole sandwich."
fl9bna.wav,"So how do we write 1 piece out of 4?"
llxx2h.wav,"1 of 4 equal pieces is one fourth, and the bottom number counts all the equal pieces."
n0xk6k.wav,"Start with the whole sandwich."
jgtl8c.wav,"It is cut into equal pieces. Count them. 1, 2, 3, 4."
1ghcmq4.wav,"4 pieces make the whole. So the 4 goes on the bottom."
1iknlil.wav,"The 4 is on the bottom."
1ni8loo.wav,"Now the piece you ate. Just 1 piece, the shaded one."
barg1f.wav,"So the 1 goes on top."
15c3e7a.wav,"Put the two numbers together. That's one fourth."
1a6ng8x.wav,"We say it out loud as one fourth."
1clbbg4.wav,"It means 1 of 4 equal pieces, the part you ate."
ua9u52.wav,"Don't put the leftover pieces on the bottom."
1490fm7.wav,"3 pieces are left, but the sandwich was cut into 4. So it is one fourth, not one third."
1y2vngs.wav,"You know this part. 1 piece out of 4 is one fourth."
urgxsk.wav,"But this time you ate 3 pieces."
ucifd6.wav,"So how do we write 3 of them?"
alep6c.wav,"The bottom number counts all the equal pieces, and the top number counts the pieces you have."
1osjo8e.wav,"Look at the whole sandwich."
vjvia1.wav,"It is still cut into 4 equal pieces. Did eating change that? No."
1mf9z8g.wav,"So the bottom number is still 4."
1uagrz9.wav,"The 4 is on the bottom. Now count the shaded pieces with me."
1m11gov.wav,"1, 2, 3."
1os4258.wav,"You have 3 pieces, so the top number is 3."
c07ufk.wav,"Put the two numbers together. That's three fourths."
15l1uzc.wav,"We say it out loud as three fourths."
1cnxlr2.wav,"It means 3 of 4 equal pieces, the part you ate."
1nq711s.wav,"Don't put the piece that is left on the bottom."
wsj8ib.wav,"1 piece is left, but the sandwich was cut into 4. The bottom counts all the pieces, so it is three fourths."
1i3yhk9.wav,"This one is different. There's no sandwich, just a path from home to the park."
1lp60cg.wav,"There are no pieces to pick up and count."
13mqywh.wav,"So how do we find 3 of the 4 parts?"
1bflrgr.wav,"The space from 0 to 1 is one whole, so cut it into equal jumps and count the jumps from 0."
1hvpcwb.wav,"The path from 0 all the way to 1 is one whole."
16dx6k3.wav,"Cut it into 4 equal jumps."
1wo1kcp.wav,"Every jump is the same size, so each one is one fourth."
1fnrf67.wav,"Put your finger on 0."
1wttghw.wav,"Now jump with me. one fourth, two fourths, three fourths."
1te5wtb.wav,"That's 3 jumps. You land on three fourths."
1cr1vj0.wav,"Every mark on this line has a name."
14gww2j.wav,"The mark after 3 jumps is three fourths."
1mov3z8.wav,"Is three fourths a real number? Yes, just like 0 and 1 are."
